sample_id,uname,date,time,test,result,unit,confidence_score,galaxy_version,model_version,local_hsi_link,s3_hsi_link,s3_model_path,response_time,customer_name
112023_bin5,imagoai_icp,2023-11-28,02:21:39,vomitoxin,0.81,PPM,NA,4.3.0,v1.3,E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112023_bin5\112023_bin5.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/DON/galaxy_model.gz,12,NULL
"112023,_#230",imagoai_icp,2023-11-29,02:13:09,aflatoxin,0.89,PPB,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112023,_#230\112023,_#230.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/AFLA/galaxy_model.gz,5,NULL
"112023,_#230",imagoai_icp,2023-11-29,02:13:09,fumonisin,0.57,PPM,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112023,_#230\112023,_#230.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/FUM/galaxy_model.gz,5,NULL
"112023,_#230",imagoai_icp,2023-11-29,02:13:09,vomitoxin,0.65,PPM,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112023,_#230\112023,_#230.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/DON/galaxy_model.gz,5,NULL
"112723,_#260",imagoai_icp,2023-11-29,01:02:56,aflatoxin,0.7,PPB,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112723,_#260\112723,_#260.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/AFLA/galaxy_model.gz,11,NULL
"112723,_#260",imagoai_icp,2023-11-29,01:02:56,fumonisin,0.48,PPM,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112723,_#260\112723,_#260.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/FUM/galaxy_model.gz,11,NULL
"112723,_#260",imagoai_icp,2023-11-29,01:02:56,vomitoxin,0.52,PPM,NA,4.3.0,v1.3,"E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\112723,_#260\112723,_#260.png",NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/DON/galaxy_model.gz,11,NULL
114,imagoai_dev,2024-02-28,12:06:06,aflatoxin,5.18,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\114\114.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,40,NULL
1145,imagoai_aoac,2023-12-08,10:44:42,aflatoxin,0.34,PPB,NA,4.4.0,v1.3,D:\Test\1145\48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/AFLA/galaxy_model.gz,22,NULL
1145,imagoai_aoac,2023-12-08,10:44:42,fumonisin,0.18,PPB,NA,4.4.0,v1.3,D:\Test\1145\48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/FUM/galaxy_model.gz,22,NULL
1145,imagoai_aoac,2023-12-08,10:44:42,vomitoxin,0.14,PPB,NA,4.4.0,v1.3,D:\Test\1145\48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/DON/galaxy_model.gz,22,NULL
1145,imagoai_aoac,2023-12-08,10:44:42,zearalenone,0.1,PPB,NA,4.4.0,v1.3,D:\Test\1145\48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/ZEA/galaxy_model.gz,22,NULL
117,imagoai_dev,2024-02-28,09:43:10,aflatoxin,4.52,PPB,NA,4.6.0,Pipeline-10,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\117\117.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.10/galaxy_deploy.gz,53,NULL
121135,imagoai_dev,2023-12-18,12:49:22,aflatoxin,1.12,PPB,NA,4.4.0,v1.2,C:\Users\LENOVO\Documents\ImagoAI\HSI DATA\121135\121135.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/AFLA/galaxy_model.gz,14,Ava
121135,imagoai_dev,2023-12-18,12:49:22,fumonisin,23.12,PPM,NA,4.4.0,v1.2,C:\Users\LENOVO\Documents\ImagoAI\HSI DATA\121135\121135.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/FUM/galaxy_model.gz,14,William
121135,imagoai_dev,2023-12-18,12:49:22,vomitoxin,27890,PPM,NA,4.4.0,v1.2,C:\Users\LENOVO\Documents\ImagoAI\HSI DATA\121135\121135.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/DON/galaxy_model.gz,14,Sophia
121135,imagoai_dev,2023-12-18,12:49:22,zearalenone,90.12,PPB,NA,4.4.0,v1.2,C:\Users\LENOVO\Documents\ImagoAI\HSI DATA\121135\121135.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/ZEA/galaxy_model.gz,14,Robet
122723comp1,imagoai_icp,2024-03-04,12:43:13,aflatoxin,0.99,PPB,NA,4.6.0,v1.3,E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\122723comp1\122723comp1.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/AFLA/galaxy_model.gz,5,NULL
122723comp1,imagoai_icp,2024-03-04,12:43:13,fumonisin,0.43,PPM,NA,4.6.0,v1.3,E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\122723comp1\122723comp1.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/FUM/galaxy_model.gz,5,NULL
122723comp1,imagoai_icp,2024-03-04,12:43:13,vomitoxin,0.64,PPM,NA,4.6.0,v1.3,E:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\122723comp1\122723comp1.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/ICP/DON/galaxy_model.gz,5,NULL
124,imagoai_dev,2024-02-28,11:50:38,aflatoxin,4.64,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\124\124.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,37,NULL
136,imagoai_dev,2024-02-28,09:40:28,aflatoxin,4.45,PPB,NA,4.6.0,Pipeline-10,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\136\136.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.10/galaxy_deploy.gz,73,NULL
144,imagoai_dev,2024-02-28,11:56:41,aflatoxin,17.18,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\144\144.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,24,NULL
147,imagoai_dev,2024-02-28,01:31:05,aflatoxin,17.92,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\147\147.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,23,NULL
164,imagoai_dev,2024-02-28,12:32:30,aflatoxin,21.26,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\164\164.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,29,NULL
1762,imagoai_aoac,2023-12-08,11:13:20,aflatoxin,2.79,PPB,NA,4.4.0,v1.3,D:\Test\1762\38.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/AFLA/galaxy_model.gz,15,NULL
1762,imagoai_aoac,2023-12-08,11:13:20,fumonisin,32.78,PPB,NA,4.4.0,v1.3,D:\Test\1762\38.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/FUM/galaxy_model.gz,15,NULL
1762,imagoai_aoac,2023-12-08,11:13:20,vomitoxin,11.23,PPB,NA,4.4.0,v1.3,D:\Test\1762\38.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/DON/galaxy_model.gz,15,NULL
1762,imagoai_aoac,2023-12-08,11:13:20,zearalenone,49.24,PPB,NA,4.4.0,v1.3,D:\Test\1762\38.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/ZEA/galaxy_model.gz,15,NULL
184,imagoai_dev,2024-02-28,12:17:30,aflatoxin,4.64,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\184\184.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,44,NULL
188,imagoai_dev,2024-02-28,01:14:51,aflatoxin,15.08,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\188\188.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,22,NULL
2000,imagoai_aoac,2023-12-08,11:27:44,aflatoxin,0.1,PPB,NA,4.4.0,v1.3,D:\Test\2000\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/AFLA/galaxy_model.gz,16,NULL
2000,imagoai_aoac,2023-12-08,11:27:44,fumonisin,0.12,PPB,NA,4.4.0,v1.3,D:\Test\2000\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/FUM/galaxy_model.gz,16,NULL
2000,imagoai_aoac,2023-12-08,11:27:44,vomitoxin,7812,PPB,NA,4.4.0,v1.3,D:\Test\2000\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/DON/galaxy_model.gz,16,NULL
2000,imagoai_aoac,2023-12-08,11:27:44,zearalenone,0.12,PPB,NA,4.4.0,v1.3,D:\Test\2000\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/ZEA/galaxy_model.gz,16,NULL
205,imagoai_dev,2024-02-28,12:49:53,aflatoxin,15.66,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\205\205.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,22,NULL
207,imagoai_dev,2024-02-28,01:05:36,aflatoxin,18.6,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\207\207.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,22,NULL
21-2,imagoai_dev,2024-03-12,11:30:47,aflatoxin,21.61,PPB,NA,4.6.0,v1.5,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\cam-3210485\03082024\Hygiena Test\03112024\21-2\21-2.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,25,NULL
21-2,imagoai_dev,2024-03-12,11:30:47,fumonisin,451.36,PPM,NA,4.6.0,v1.5,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\cam-3210485\03082024\Hygiena Test\03112024\21-2\21-2.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/v1.3-FUM/galaxy_deploy.gz,25,NULL
21-2,imagoai_dev,2024-03-12,11:30:47,vomitoxin,1.16,PPM,NA,4.6.0,v1.5,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\cam-3210485\03082024\Hygiena Test\03112024\21-2\21-2.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/v1.4-DON/galaxy_deploy.gz,25,NULL
21-2,imagoai_dev,2024-03-12,11:30:47,zearalenone,48.42,PPB,NA,4.6.0,v1.5,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\cam-3210485\03082024\Hygiena Test\03112024\21-2\21-2.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/v1.5-ZEA/galaxy_deploy.gz,25,NULL
2201,imagoai_aoac,2023-12-08,11:50:19,aflatoxin,0.1,PPB,NA,4.4.0,v1.3,D:\Test\2201\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/AFLA/galaxy_model.gz,15,NULL
2201,imagoai_aoac,2023-12-08,11:50:19,fumonisin,420.29,PPB,NA,4.4.0,v1.3,D:\Test\2201\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/FUM/galaxy_model.gz,15,NULL
2201,imagoai_aoac,2023-12-08,11:50:19,vomitoxin,0.24,PPB,NA,4.4.0,v1.3,D:\Test\2201\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/DON/galaxy_model.gz,15,NULL
2201,imagoai_aoac,2023-12-08,11:50:19,zearalenone,0.2,PPB,NA,4.4.0,v1.3,D:\Test\2201\30.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/ZEA/galaxy_model.gz,15,NULL
224,imagoai_dev,2024-02-28,11:29:50,aflatoxin,3.95,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\224\224.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,46,NULL
225_AC-1_2023-10-16_17-31-48,imagoai_dev,2023-10-18,07:05:56,aflatoxin,18.6,PPB,NA,4.3.0,v1.2,D:\Perkin Elmer\225_AC-1_2023-10-16_17-31-48\225_AC-1_2023-10-16_17-31-48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/AFLA/galaxy_model.gz,10,Robert
225_AC-1_2023-10-16_17-31-48,imagoai_dev,2023-10-18,07:05:56,fumonisin,1.38,PPM,NA,4.3.0,v1.2,D:\Perkin Elmer\225_AC-1_2023-10-16_17-31-48\225_AC-1_2023-10-16_17-31-48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/FUM/galaxy_model.gz,10,Sophia
225_AC-1_2023-10-16_17-31-48,imagoai_dev,2023-10-18,07:05:56,vomitoxin,1.81,PPM,NA,4.3.0,v1.2,D:\Perkin Elmer\225_AC-1_2023-10-16_17-31-48\225_AC-1_2023-10-16_17-31-48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/DON/galaxy_model.gz,10,William
225_AC-1_2023-10-16_17-31-48,imagoai_dev,2023-10-18,07:05:56,zearalenone,233.13,PPB,NA,4.3.0,v1.2,D:\Perkin Elmer\225_AC-1_2023-10-16_17-31-48\225_AC-1_2023-10-16_17-31-48.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/Neogen-RB/ZEA/galaxy_model.gz,10,Ava
236,imagoai_dev,2024-02-28,10:28:21,aflatoxin,18.87,PPB,NA,4.6.0,v2.62,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\236\236.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.10/galaxy_deploy.gz,43,NULL
237,imagoai_dev,2024-02-28,09:37:57,aflatoxin,4.17,PPB,NA,4.6.0,Pipeline-10,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\237\237.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.10/galaxy_deploy.gz,48,NULL
2398,imagoai_aoac,2023-12-08,01:11:59,aflatoxin,2.9,PPB,NA,4.4.0,v1.3,D:\Test\2398\3.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/AFLA/galaxy_model.gz,15,NULL
2398,imagoai_aoac,2023-12-08,01:11:59,fumonisin,1100.34,PPB,NA,4.4.0,v1.3,D:\Test\2398\3.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/FUM/galaxy_model.gz,15,NULL
2398,imagoai_aoac,2023-12-08,01:11:59,vomitoxin,340.23,PPB,NA,4.4.0,v1.3,D:\Test\2398\3.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/DON/galaxy_model.gz,15,NULL
2398,imagoai_aoac,2023-12-08,01:11:59,zearalenone,223.19,PPB,NA,4.4.0,v1.3,D:\Test\2398\3.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FX10E/ZEA/galaxy_model.gz,15,NULL
245,imagoai_dev,2024-02-28,11:42:58,aflatoxin,5.36,PPB,NA,4.6.0,Pipeline-11,D:\ImagoAI-Workspace\HSI\Ground_Corn_grain_Mycotoxin\245\245.png,NA,modelregistry_4.0/corn_mycotoxin_ground/deploy/Quant/FGIS/v1.11/galaxy_deploy.gz,41,NULL
